name,hockeydb,nhl,fhl,hockey-reference
Niklas Nordgren,36964,UFA,Niklas Nordgren,Niklas Nordgren
Kamil Piros,36969,UFA,Kamil Piros,Kamil Piros
Jonathan Hedstrom,36972,UFA,Jonathan Hedstrom,Jonathan Hedstrom
Karel Rachunek,36973,UFA,Karel Rachunek,Karel Rachunek
Nikolai Antropov,36977,UFA,Nikolai Antropov,Nikolai Antropov
Dmitri Kalinin,36978,UFA,Dmitri Kalinin,Dmitri Kalinin
Christian Backman,36980,UFA,Christian Backman,Christian Backman
Petr Svoboda2,36981,UFA,Petr Svoboda2,Petr Svoboda2
Christian Berglund,36982,UFA,Christian Berglund,Christian Berglund
Ossi Vaananen,36984,UFA,Ossi Vaananen,Ossi Vaananen
Denis Arkhipov,36988,UFA,Denis Arkhipov,Denis Arkhipov
Dmitry Afanasenkov,36989,UFA,Dmitry Afanasenkov,Dmitry Afanasenkov
Peter Nordstrom,36994,UFA,Peter Nordstrom,Peter Nordstrom
Alexei Ponikarovsky,36997,UFA,Alexei Ponikarovsky,Alexei Ponikarovsky
Josef Vasicek,37000,UFA,Josef Vasicek,Josef Vasicek
Tommy Westlund,37001,UFA,Tommy Westlund,Tommy Westlund
Petr Schastlivy,37003,UFA,Petr Schastlivy,Petr Schastlivy
Miroslav Zalesak,37004,UFA,Miroslav Zalesak,Miroslav Zalesak
Pavel Patera,37486,UFA,Pavel Patera,Pavel Patera
Niclas Havelid,37492,UFA,Niclas Havelid,Niclas Havelid
Niclas Wallin,37512,UFA,Niclas Wallin,Niclas Wallin
Jaroslav Spacek,37533,UFA,Jaroslav Spacek,Jaroslav Spacek
Andreas Karlsson,37563,UFA,Andreas Karlsson,Andreas Karlsson
Niklas Persson,37573,UFA,Niklas Persson,Niklas Persson
Kim Johnsson,37602,UFA,Kim Johnsson,Kim Johnsson
Andreas Lilja,37610,UFA,Andreas Lilja,Andreas Lilja
Hans Jonsson,37613,UFA,Hans Jonsson,Hans Jonsson
Mikael Samuelsson,37626,UFA,Mikael Samuelsson,Mikael Samuelsson
Josef Boumedienne,37633,UFA,Josef Boumedienne,Josef Boumedienne
Magnus Johansson,37644,BUF,Magnus Johansson,Magnus Johansson
Fedor Fedorov,40051,UFA,Fedor Fedorov,Fedor Fedorov
Sami Salo,40218,UFA,Sami Salo,Sami Salo
Karlis Skrastins,40221,UFA,Karlis Skrastins,Karlis Skrastins
Fredrik Norrena,40224,UFA,Fredrik Norrena,Fredrik Norrena
Timo Parssinen,40262,UFA,Timo Parssinen,Timo Parssinen
Dmitri Tertyshny,40732,UFA,Dmitri Tertyshny,Dmitri Tertyshny
Jamie Lundmark,40733,UFA,Jamie Lundmark,Jamie Lundmark
Pavel Brendl,40740,UFA,Pavel Brendl,Pavel Brendl
Matt Murley,41466,UFA,Matt Murley,Matt Murley
Fredrik Lindquist,41508,UFA,Fredrik Lindquist,Fredrik Lindquist
Reinhard Divis,41826,UFA,Reinhard Divis,Reinhard Divis
Christoph Brandner,41832,UFA,Christoph Brandner,Christoph Brandner
Pavel Skrbek,42203,UFA,Pavel Skrbek,Pavel Skrbek
Alex Riazantsev,42209,UFA,Alex Riazantsev,Alex Riazantsev
Sheldon Keefe,42291,UFA,Sheldon Keefe,Sheldon Keefe
Branko Radivojevic,42300,UFA,Branko Radivojevic,Branko Radivojevic
Jason Spezza,42311,TOR,Jason Spezza,Jason Spezza
Raffi Torres,42312,UFA,Raffi Torres,Raffi Torres
Jay Harrison,42318,UFA,Jay Harrison,Jay Harrison
Brad Boyes,42331,UFA,Brad Boyes,Brad Boyes
Nikita Alexeev,42332,UFA,Nikita Alexeev,Nikita Alexeev
Craig Anderson,42354,BUF,Craig Anderson,Craig Anderson
Zenon Konopka,42428,UFA,Zenon Konopka,Zenon Konopka
Justin Williams,42448,CAR,Justin Williams,Justin Williams
Rob Zepp,42451,UFA,Rob Zepp,Rob Zepp
Jason Jaspers,42470,UFA,Jason Jaspers,Jason Jaspers
Alexei Semenov,42475,UFA,Alexei Semenov,Alexei Semenov
Darryl Bootland,42481,UFA,Darryl Bootland,Darryl Bootland
Mark Popovic,42483,UFA,Mark Popovic,Mark Popovic
Mike Leighton,42501,VAN,Mike Leighton,Mike Leighton
Mark Cullen,42510,UFA,Mark Cullen,Mark Cullen
Matt Pettinger,42515,UFA,Matt Pettinger,Matt Pettinger
Tyler Arnason,42531,UFA,Tyler Arnason,Tyler Arnason
Jordan Leopold,42548,UFA,Jordan Leopold,Jordan Leopold
Johnny Pohl,42549,UFA,Johnny Pohl,Johnny Pohl
Adam Hauser,42553,UFA,Adam Hauser,Adam Hauser
Dave Tanabe,42570,UFA,Dave Tanabe,Dave Tanabe
Niklas Hagman,42583,UFA,Niklas Hagman,Niklas Hagman
Niklas Backstrom,42585,UFA,Niklas Backstrom,Niklas Backstrom
Nils Ekman,43393,UFA,Nils Ekman,Nils Ekman
Jiri Dopita,43527,UFA,Jiri Dopita,Jiri Dopita
Radim Vrbata,43740,UFA,Radim Vrbata,Radim Vrbata
Sebastien Centomo,43762,UFA,Sebastien Centomo,Sebastien Centomo
Jason Pominville,43775,BUF,Jason Pominville,Jason Pominville
Simon Gamache,43789,UFA,Simon Gamache,Simon Gamache
Stephane Veilleux,43803,UFA,Stephane Veilleux,Stephane Veilleux
Matt Lombardi,43804,UFA,Matthew Lombardi,Matt Lombardi
Yannick Lehoux,43828,UFA,Yannick Lehoux,Yannick Lehoux
Tomas Kloucek,43842,UFA,Tomas Kloucek,Tomas Kloucek
Guillaume Lefebvre,43845,UFA,Guillaume Lefebvre,Guillaume Lefebvre
Pascal Leclaire,43875,UFA,Pascal Leclaire,Pascal Leclaire
Andrew MacDonald,43895,UFA,Andrew MacDonald,Andrew MacDonald
Antoine Vermette,43897,UFA,Antoine Vermette,Antoine Vermette
Juraj Kolnik,43906,UFA,Juraj Kolnik,Juraj Kolnik
Michel Ouellet,43909,UFA,Michel Ouellet,Michel Ouellet
Sebastien Caron,43915,UFA,Sebastien Caron,Sebastien Caron
Mike Comrie,44991,UFA,Mike Comrie,Mike Comrie
Jeff Jillson,44992,UFA,Jeff Jillson,Jeff Jillson
Adam Hall,44996,UFA,Adam Hall,Adam Hall
Andrew Hutchinson,44997,UFA,Andrew Hutchinson,Andrew Hutchinson
Jeff Giuliano,45035,UFA,Jeff Giuliano,Jeff Giuliano
Brooks Orpik,45036,WSH,Brooks Orpik,Brooks Orpik
Jani Rita,45038,UFA,Jani Rita,Jani Rita
Tommi Santala,45039,UFA,Tommi Santala,Tommi Santala
Kirill Safronov,45042,UFA,Kirill Safronov,Kirill Safronov
Jimmie Olvestad,45044,UFA,Jimmie Olvestad,Jimmie Olvestad
Mattias Weinhandl,45045,UFA,Mattias Weinhandl,Mattias Weinhandl
Mathias Tjarnqvist,45046,UFA,Mathias Tjarnqvist,Mathias Tjarnqvist
Barrett Heisten,45048,UFA,Barrett Heisten,Barrett Heisten
Andy Hilbert,45049,UFA,Andy Hilbert,Andy Hilbert
Petr Tenkrat,45052,UFA,Petr Tenkrat,Petr Tenkrat
Garnet Exelby,45056,UFA,Garnet Exelby,Garnet Exelby
Zdenek Blatny,45058,UFA,Zdenek Blatny,Zdenek Blatny
Milan Bartovic,45064,UFA,Milan Bartovic,Milan Bartovic
Ryan Miller1,45065,ANA,Ryan Miller,Ryan Miller
Doug Janik,45066,UFA,Doug Janik,Doug Janik
Oleg Saprykin,45069,UFA,Oleg Saprykin,Oleg Saprykin
Brad Fast,45072,UFA,Brad Fast,Brad Fast
Mikhail Kuleshov,45078,UFA,Mikhail Kuleshov,Mikhail Kuleshov
Jeff Finger,45079,UFA,Jeff Finger,Jeff Finger
Riku Hahl,45080,UFA,Riku Hahl,Riku Hahl
Michael Ryan,45084,UFA,Michael Ryan,Michael Ryan
Henrik Zetterberg,45090,DET,Henrik Zetterberg,Henrik Zetterberg
Tony Salmelainen,45091,UFA,Tony Salmelainen,Tony Salmelainen
George Parros,45094,UFA,George Parros,George Parros
Vadim Tarasov,45100,UFA,Vadim Tarasov,Vadim Tarasov
Radek Martinek,45102,UFA,Radek Martinek,Radek Martinek
Kristian Kudroc,45106,UFA,Kristian Kudroc,Kristian Kudroc
Timo Helbling,45117,UFA,Timo Helbling,Timo Helbling
Jonas Andersson,45120,UFA,Jonas Andersson,Jonas Andersson
Darren Haydar,45123,UFA,Darren Haydar,Darren Haydar
Martin Erat,45124,UFA,Martin Erat,Martin Erat
Jan Lasak,45125,UFA,Jan Lasak,Jan Lasak
Ari Ahonen,45127,UFA,Ari Ahonen,Ari Ahonen
Martin Prusek,45129,UFA,Martin Prusek,Martin Prusek
Martin Havlat,45133,UFA,Martin Havlat,Martin Havlat
Vaclav Pletka,45137,UFA,Vaclav Pletka,Vaclav Pletka
Konstantin Koltsov,45141,UFA,Konstantin Koltsov,Konstantin Koltsov
Ryan Malone,45143,UFA,Ryan Malone,Ryan Malone
Travis Moen,45163,UFA,Travis Moen,Travis Moen
Jaroslav Svoboda,45164,UFA,Jaroslav Svoboda,Jaroslav Svoboda
Martin Cibak,45170,UFA,Martin Cibak,Martin Cibak
Brian Sutherby,45177,UFA,Brian Sutherby,Brian Sutherby
Deryk Engelland,45184,VGK,Deryk Engelland,Deryk Engelland
Milan Kraft,45185,UFA,Milan Kraft,Milan Kraft
Nick Schultz,45186,PHI,Nick Schultz,Nick Schultz
Riley Cote,45187,UFA,Riley Cote,Riley Cote
Dan Hamhuis,45193,NSH,Dan Hamhuis,Dan Hamhuis
Marcel Hossa,45199,UFA,Marcel Hossa,Marcel Hossa
Ben Ondrus,45226,UFA,Ben Ondrus,Ben Ondrus
Jakub Cutta,45228,UFA,Jakub Cutta,Jakub Cutta
Matt Keith,45246,UFA,Matt Keith,Matt Keith
Jay Bouwmeester,46419,STL,Jay Bouwmeester,Jay Bouwmeester
Nathan Paetsch,46423,UFA,Nathan Paetsch,Nathan Paetsch
Colby Armstrong,46427,UFA,Colby Armstrong,Colby Armstrong
Doug Lynch,46429,UFA,Doug Lynch,Doug Lynch
Colton Orr,46438,UFA,Colton Orr,Colton Orr
Aaron Rome,46442,UFA,Aaron Rome,Aaron Rome
Niko Dimitrakos,46777,UFA,Niko Dimitrakos,Niko Dimitrakos
Mike Morrison,46781,UFA,Mike Morrison,Mike Morrison
Greg Classen,46791,UFA,Greg Classen,Greg Classen
Ty Conklin,46803,UFA,Ty Conklin,Ty Conklin
Jim Fahey,46807,UFA,Jim Fahey,Jim Fahey
Luca Cereda,47177,UFA,Luca Cereda,Luca Cereda
Martin Gerber,47213,UFA,Martin Gerber,Martin Gerber
Cristobal Huet,47222,UFA,Cristobal Huet,Cristobal Huet
Mikael Tellqvist,47278,UFA,Mikael Tellqvist,Mikael Tellqvist
Rickard Wallin,47282,UFA,Rickard Wallin,Rickard Wallin
Jonas Frogren,47283,UFA,Jonas Frogren,Jonas Frogren
Ruslan Fedotenko,47300,UFA,Ruslan Fedotenko,Ruslan Fedotenko
Douglas Murray,47618,UFA,Douglas Murray,Douglas Murray
Alexander Khavanov,47620,UFA,Alexander Khavanov,Alexander Khavanov
Rene Vydareny,47630,UFA,Rene Vydareny,Rene Vydareny
Michal Sivek,47635,UFA,Michal Sivek,Michal Sivek
Radovan Somik,48142,UFA,Radovan Somik,Radovan Somik
Brandon Segal,48685,UFA,Brandon Segal,Brandon Segal
Brent Krahn,48688,UFA,Brent Krahn,Brent Krahn
Brendan Bell,48757,UFA,Brendan Bell,Brendan Bell
Martin Strbak,48842,UFA,Martin Strbak,Martin Strbak
David Moravec,48941,UFA,David Moravec,David Moravec
Ales Kotalik,49093,UFA,Ales Kotalik,Ales Kotalik
Jari Viuhkola,49094,UFA,Jari Viuhkola,Jari Viuhkola
Pavel Datsyuk,49097,UFA,Pavel Datsyuk,Pavel Datsyuk
Tomas Zizka,49098,UFA,Tomas Zizka,Tomas Zizka
Petr Hubacek,49106,UFA,Petr Hubacek,Petr Hubacek
Andy Wozniewski,49443,UFA,Andy Wozniewski,Andy Wozniewski
Brad Winchester,49463,UFA,Brad Winchester,Brad Winchester
Chris Kunitz,49486,CHI,Chris Kunitz,Chris Kunitz
Dany Heatley,49508,UFA,Dany Heatley,Dany Heatley
Derek Gustafson,49518,UFA,Derek Gustafson,Derek Gustafson
Dominic Moore,49522,UFA,Dominic Moore,Dominic Moore
Freddy Meyer,49535,UFA,Freddy Meyer,Freddy Meyer
Greg Zanon,49543,UFA,Greg Zanon,Greg Zanon
Jed Ortmeyer,49567,UFA,Jed Ortmeyer,Jed Ortmeyer
Jeff Taffe,49573,UFA,Jeff Taffe,Jeff Taffe
John-Michael Liles,49597,BOS,John-Michael Liles,John-Michael Liles
Krys Kolanos,49628,UFA,Krys Kolanos,Krys Kolanos
Mark Hartigan,49639,UFA,Mark Hartigan,Mark Hartigan
Martin Kariya,49645,UFA,Martin Kariya,Martin Kariya
Mike Cammalleri,49660,UFA,Michael Cammalleri,Mike Cammalleri
Nolan Schaefer,49686,UFA,Nolan Schaefer,Nolan Schaefer
Rick DiPietro,49709,UFA,Rick DiPietro,Rick DiPietro
Ron Hainsey,49714,OTT,Ron Hainsey,Ron Hainsey
Ryan Bayda,49717,UFA,Ryan Bayda,Ryan Bayda
Tom Preissing,49763,UFA,Tom Preissing,Tom Preissing
Travis Roche,49768,UFA,Travis Roche,Travis Roche
Wade Dubielewicz,49778,UFA,Wade Dubielewicz,Wade Dubielewicz
Jason King,49806,UFA,Jason King,Jason King
Daniel Boisclair,49872,UFA,Daniel Boisclair,Daniel Boisclair
Aaron Johnson,49892,UFA,Aaron Johnson,Aaron Johnson
Roman Simicek,49923,UFA,Roman Simicek,Roman Simicek
Jukka Hentunen,49924,UFA,Jukka Hentunen,Jukka Hentunen
Pasi Nurminen,49928,UFA,Pasi Nurminen,Pasi Nurminen
Mikko Luoma,49935,UFA,Mikko Luoma,Mikko Luoma
Antero Niittymaki,49967,UFA,Antero Niittymaki,Antero Niittymaki
Kyle Wellwood,50104,UFA,Kyle Wellwood,Kyle Wellwood
Cody McCormick,50108,UFA,Cody McCormick,Cody McCormick
Rostislav Klesla,50111,UFA,Rostislav Klesla,Rostislav Klesla
Jay McClement,50112,PIT,Jay McClement,Jay McClement
Carlo Colaiacovo,50119,UFA,Carlo Colaiacovo,Carlo Colaiacovo
Mike Smith,50142,EDM,Mike Smith,Mike Smith
Derek Roy,50145,UFA,Derek Roy,Derek Roy
Steve Eminger,50150,UFA,Steve Eminger,Steve Eminger
Chris Thorburn,50179,STL,Chris Thorburn,Chris Thorburn
Agris Saviels,50212,UFA,Agris Saviels,Agris Saviels
Stephen Weiss,50230,UFA,Stephen Weiss,Stephen Weiss
Tomas Kurka,50231,UFA,Tomas Kurka,Tomas Kurka
Libor Ustrnul,50234,UFA,Libor Ustrnul,Libor Ustrnul
Trevor Daley,50248,DET,Trevor Daley,Trevor Daley
Ray Emery,50255,UFA,Ray Emery,Ray Emery
Dennis Wideman,50256,CGY,Dennis Wideman,Dennis Wideman
Peter Budaj,50274,L.A,Peter Budaj,Peter Budaj
Steve Ott,50277,MTL,Steve Ott,Steve Ott
Tim Gleason,50279,UFA,Tim Gleason,Tim Gleason
Chris Durno,50375,UFA,Chris Durno,Chris Durno
Filip Novak,50493,UFA,Filip Novak,Filip Novak
Esa Pirnes,50504,UFA,Esa Pirnes,Esa Pirnes
Marek Zidlicky,50509,UFA,Marek Zidlicky,Marek Zidlicky
Tuomo Ruutu,50514,UFA,Tuomo Ruutu,Tuomo Ruutu
Antti Miettinen,50519,UFA,Antti Miettinen,Antti Miettinen
Arto Tukio,50529,UFA,Arto Tukio,Arto Tukio
Kari Lehtonen,50538,UFA,Kari Lehtonen,Kari Lehtonen
Jaroslav Bednar,50539,UFA,Jaroslav Bednar,Jaroslav Bednar
Tuomas Pihlman,50543,UFA,Tuomas Pihlman,Tuomas Pihlman
Toni Koivisto,50549,UFA,Toni Koivisto,Toni Koivisto
Martin Richter,50568,UFA,Martin Richter,Martin Richter
Jozef Balej,50611,UFA,Jozef Balej,Jozef Balej
Dan Blackburn,50619,UFA,Dan Blackburn,Dan Blackburn
Derek Boogaard,50621,UFA,Derek Boogaard,Derek Boogaard
Erik Christensen,50627,UFA,Erik Christensen,Erik Christensen
Gerard Dicaire,50631,UFA,Gerard Dicaire,Gerard Dicaire
Jonathan Filewich,50637,UFA,Jonathan Filewich,Jonathan Filewich
Adrian Foster,50638,UFA,Adrian Foster,Adrian Foster
Michael Garnett,50639,UFA,Michael Garnett,Michael Garnett
Paul Gaustad,50640,UFA,Paul Gaustad,Paul Gaustad
Boyd Gordon,50642,UFA,Boyd Gordon,Boyd Gordon
Ryan Hollweg,50646,UFA,Ryan Hollweg,Ryan Hollweg
Shaone Morrisonn,50680,UFA,Shaone Morrisonn,Shaone Morrisonn
Kurt Sauer,50690,UFA,Kurt Sauer,Kurt Sauer
Jesse Schultz,50694,UFA,Jesse Schultz,Jesse Schultz
Matthew Spiller,50697,UFA,Matthew Spiller,Matthew Spiller
Jordin Tootoo,50703,UFA,Jordin Tootoo,Jordin Tootoo
Jeff Woywitka,50710,UFA,Jeff Woywitka,Jeff Woywitka
Christian Ehrhoff,50831,CHI,Christian Ehrhoff,Christian Ehrhoff
Alexei Smirnov,51168,UFA,Alexei Smirnov,Alexei Smirnov
Ilya Bryzgalov,51169,UFA,Ilya Bryzgalov,Ilya Bryzgalov
Lars Jonsson,51174,UFA,Lars Jonsson,Lars Jonsson
Martin Samuelsson,51175,UFA,Martin Samuelsson,Martin Samuelsson
Ivan Huml,51176,UFA,Ivan Huml,Ivan Huml
Sergei Zinovjev,51178,UFA,Sergei Zinovjev,Sergei Zinovjev
Zdenek Kutlak,51179,UFA,Zdenek Kutlak,Zdenek Kutlak
Magnus Kahnberg,51186,UFA,Magnus Kahnberg,Magnus Kahnberg
Mikhail Yakubov,51193,UFA,Mikhail Yakubov,Mikhail Yakubov
Pavel Vorobiev,51194,UFA,Pavel Vorobiev,Pavel Vorobiev
Jonas Nordqvist,51195,UFA,Jonas Nordqvist,Jonas Nordqvist
Igor Radulov,51196,UFA,Igor Radulov,Igor Radulov
Vaclav Nedorost,51204,UFA,Vaclav Nedorost,Vaclav Nedorost
Dan Ellis,51208,UFA,Dan Ellis,Dan Ellis
Joel Lundqvist,51209,UFA,Joel Lundqvist,Joel Lundqvist
Vadim Khomitsky,51211,UFA,Vadim Khomitsky,Vadim Khomitsky
Niklas Kronwall,51215,DET,Niklas Kronwall,Niklas Kronwall
Tomas Kopecky,51216,UFA,Tomas Kopecky,Tomas Kopecky
Alexei Mikhnov,51224,UFA,Alexei Mikhnov,Alexei Mikhnov
Vladimir Sapozhnikov,51228,UFA,Vladimir Sapozhnikov,Vladimir Sapozhnikov
Janis Sprukts,51231,UFA,Janis Sprukts,Janis Sprukts
Alexander Frolov,51232,UFA,Alexander Frolov,Alexander Frolov
Lubomir Visnovsky,51233,UFA,Lubomir Visnovsky,Lubomir Visnovsky
Marian Gaborik,51238,T.B,Marian Gaborik,Marian Gaborik
Lubomir Sekeras,51241,UFA,Lubomir Sekeras,Lubomir Sekeras
Libor Pivko,51252,UFA,Libor Pivko,Libor Pivko
Matt Hendricks,51253,WPG,Matt Hendricks,Matt Hendricks
David Hale,51258,UFA,David Hale,David Hale
Alexander Suglobov,51259,UFA,Alexander Suglobov,Alexander Suglobov
Paul Martin,51260,S.J,Paul Martin,Paul Martin
Henrik Lundqvist,51269,WSH,Henrik Lundqvist,Henrik Lundqvist
Anton Volchenkov,51270,UFA,Anton Volchenkov,Anton Volchenkov
Alexander Drozdetsky,51274,UFA,Alexander Drozdetsky,Alexander Drozdetsky
Roman Cechmanek,51275,UFA,Roman Cechmanek,Roman Cechmanek
David Koci,51285,UFA,David Koci,David Koci
Tero Maatta,51286,UFA,Tero Maatta,Tero Maatta
Alexander Kharitonov,51291,UFA,Alexander Kharitonov,Alexander Kharitonov
Dennis Seidenberg,51335,NYI,Dennis Seidenberg,Dennis Seidenberg
Marcel Goc,51366,UFA,Marcel Goc,Marcel Goc
Petr Taticek,53158,UFA,Petr Taticek,Petr Taticek
Christoph Schubert,53288,UFA,Christoph Schubert,Christoph Schubert
Peter Sejna,54063,UFA,Peter Sejna,Peter Sejna
Derek Meech,54301,UFA,Derek Meech,Derek Meech
Joffrey Lupul,54466,UFA,Joffrey Lupul,Joffrey Lupul
R.J. Umberger,54470,UFA,R.J. Umberger,R.J. Umberger
David Steckel,54471,UFA,David Steckel,David Steckel
Thomas Pock,54532,UFA,Thomas Pock,Thomas Pock
Rene Bourque,54761,COL,Rene Bourque,Rene Bourque
Tim Jackman,54834,UFA,Tim Jackman,Tim Jackman
Rich Peverley,54871,UFA,Rich Peverley,Rich Peverley
Patrick Sharp,54873,UFA,Patrick Sharp,Patrick Sharp
Junior Lessard,54881,UFA,Junior Lessard,Junior Lessard
Yann Danis,54882,UFA,Yann Danis,Yann Danis
Joel Perrault,54988,UFA,Joel Perrault,Joel Perrault
Marc-Andre Fleury,55016,MIN,Marc-André Fleury,Marc-André Fleury
Pierre-Marc Bouchard,55023,UFA,Pierre-Marc Bouchard,Pierre-Marc Bouchard
P.A. Parenteau,55024,NSH,P.A. Parenteau,P.A. Parenteau
Milan Jurcina,55061,UFA,Milan Jurcina,Milan Jurcina
Ales Hemsky,55070,MTL,Ales Hemsky,Ales Hemsky
Maxime Talbot,55072,UFA,Maxime Talbot,Maxime Talbot
Johnny Oduya,55101,UFA,Johnny Oduya,Johnny Oduya
Cory Urquhart,55112,UFA,Cory Urquhart,Cory Urquhart
Tomas Malec,55124,UFA,Tomas Malec,Tomas Malec
Ryane Clowe,55126,UFA,Ryane Clowe,Ryane Clowe
Zbynek Michalek,55144,UTA,Zbynek Michalek,Zbynek Michalek
Alexandre Burrows,55145,UFA,Alex Burrows,Alexandre Burrows
Shane O'Brien,55180,UFA,Shane O'Brien,Shane O'Brien
Dan Girardi,55192,T.B,Dan Girardi,Dan Girardi
Matt Stajan,55194,UFA,Matt Stajan,Matt Stajan
Adam Henrich,55204,UFA,Adam Henrich,Adam Henrich
Chris Campoli,55214,UFA,Chris Campoli,Chris Campoli
Daniel Paille,55220,UFA,Daniel Paille,Daniel Paille
Dustin Brown,55221,L.A,Dustin Brown,Dustin Brown
Andre Benoit,55231,UFA,Andre Benoit,Andre Benoit
Rick Nash,55239,UFA,Rick Nash,Rick Nash
Ben Eager,55267,UFA,Ben Eager,Ben Eager
Paul Ranger,55271,UFA,Paul Ranger,Paul Ranger
Eric Staal,55283,FLA,Eric Staal,Eric Staal
Lukas Krajicek,55284,UFA,Lukas Krajicek,Lukas Krajicek
James Wisniewski,55297,UFA,James Wisniewski,James Wisniewski
Chad Larose,55298,UFA,Chad Larose,Chad Larose
Greg Campbell,55300,CLB,Gregory Campbell,Gregory Campbell
Josh Gratton,55328,UFA,Josh Gratton,Josh Gratton
Tim Brent,55335,UFA,Tim Brent,Tim Brent
Kevin Klein,55337,NYR,Kevin Klein,Kevin Klein
Andy Chiodo,55340,UFA,Andy Chiodo,Andy Chiodo
Eric Fehr,55352,MIN,Eric Fehr,Eric Fehr
Johnny Boychuk,55353,BUF,Johnny Boychuk,Johnny Boychuk
Mike Egener,55357,UFA,Mike Egener,Mike Egener
Scottie Upshall,55361,EDM,Scottie Upshall,Scottie Upshall
Tyler Sloan,55362,UFA,Tyler Sloan,Tyler Sloan
Josh Gorges,55374,BUF,Josh Gorges,Josh Gorges
Marek Svatos,55379,UFA,Marek Svatos,Marek Svatos
Brent Seabrook,55395,T.B,Brent Seabrook,Brent Seabrook
Stefan Meyer,55397,UFA,Stefan Meyer,Stefan Meyer
Brooks Laich,55402,L.A,Brooks Laich,Brooks Laich
Kyle Brodziak,55404,DET,Kyle Brodziak,Kyle Brodziak
Braydon Coburn,55413,NYI,Braydon Coburn,Braydon Coburn
Igor Pohanka,55416,UFA,Igor Pohanka,Igor Pohanka
Cam Ward,55426,CHI,Cam Ward,Cam Ward
Barry Brust,55460,UFA,Barry Brust,Barry Brust
Ian White,55464,UFA,Ian White,Ian White
Jeremy Williams,55469,UFA,Jeremy Williams,Jeremy Williams
Shawn Belle,55476,UFA,Shawn Belle,Shawn Belle
Rob Globke,55618,UFA,Rob Globke,Rob Globke
Mike Komisarek,55632,UFA,Mike Komisarek,Mike Komisarek
Brett Lebda,55640,UFA,Brett Lebda,Brett Lebda
Dmitri Patzold,55706,UFA,Dmitri Patzold,Dmitri Patzold
Ilkka Pikkarainen,56020,UFA,Ilkka Pikkarainen,Ilkka Pikkarainen
Ivan Majesky,56028,UFA,Ivan Majesky,Ivan Majesky
Ville Koistinen,56033,UFA,Ville Koistinen,Ville Koistinen
Lasse Kukkonen,56047,UFA,Lasse Kukkonen,Lasse Kukkonen
Joni Pitkanen,56053,UFA,Joni Pitkanen,Joni Pitkanen
Mika Pyorala,56055,UFA,Mika Pyorala,Mika Pyorala
Mikko Koivu,56074,CLB,Mikko Koivu,Mikko Koivu
Tomas Plekanec,56385,MTL,Tomas Plekanec,Tomas Plekanec
Chuck Kobasew,56482,UFA,Chuck Kobasew,Chuck Kobasew
Stanislav Chistov,56740,UFA,Stanislav Chistov,Stanislav Chistov
Ilya Kovalchuk,56745,WSH,Ilya Kovalchuk,Ilya Kovalchuk
Andrew Alberts,56749,UFA,Andrew Alberts,Andrew Alberts
Andrei Taratukhin,56754,UFA,Andrei Taratukhin,Andrei Taratukhin
David Moss,56760,UFA,David Moss,Dave Moss
Igor Knyazev,56762,UFA,Igor Knyazev,Igor Knyazev
Andrew Murray,56776,UFA,Andrew Murray,Andrew Murray
Jason Bacashihua,56777,UFA,Jason Bacashihua,Jason Bacashihua
Yared Hagos,56778,UFA,Yared Hagos,Yared Hagos
Jussi Jokinen,56781,UFA,Jussi Jokinen,Jussi Jokinen
Igor Grigorenko,56783,UFA,Igor Grigorenko,Igor Grigorenko
Dmitry Bykov,56786,UFA,Dmitry Bykov,Dmitry Bykov
Richard Petiot,56794,UFA,Richard Petiot,Richard Petiot
Alexander Perezhogin,56797,UFA,Alexander Perezhogin,Alexander Perezhogin
Timofei Shishkanov,56806,UFA,Timofei Shishkanov,Timofei Shishkanov
Tomas Slovak,56807,UFA,Tomas Slovak,Tomas Slovak
Aaron Voros,56813,UFA,Aaron Voros,Aaron Voros
Brandon Bochenski,56816,UFA,Brandon Bochenski,Brandon Bochenski
Fredrik Sjostrom,56822,UFA,Fredrik Sjostrom,Fredrik Sjostrom
Noah Welch,56827,UFA,Noah Welch,Noah Welch
Tomas Surovy,56828,UFA,Tomas Surovy,Tomas Surovy
Tomas Plihal,56832,UFA,Tomas Plihal,Tomas Plihal
Alexander Polushin,56838,UFA,Alexander Polushin,Alexander Polushin
Evgeny Artukhin,56840,UFA,Evgeny Artukhin,Evgeny Artukhin
Karel Pilar,56847,UFA,Karel Pilar,Karel Pilar
Maxim Kondratiev,56848,UFA,Maxim Kondratiev,Maxim Kondratiev
Joakim Lindstrom,56896,UFA,Joakim Lindstrom,Joakim Lindstrom
Jiri Hudler,56969,DAL,Jiri Hudler,Jiri Hudler
Vojtech Polak,56993,UFA,Vojtech Polak,Vojtech Polak
Jaroslav Balastik,56996,UFA,Jaroslav Balastik,Jaroslav Balastik
Rostislav Olesz,57027,UFA,Rostislav Olesz,Rostislav Olesz
Milan Michalek,57038,TOR,Milan Michalek,Milan Michalek
Jaroslav Hlinka,57045,UFA,Jaroslav Hlinka,Jaroslav Hlinka
Martin Chabada,57047,UFA,Martin Chabada,Martin Chabada
Petr Kanko,57050,UFA,Petr Kanko,Petr Kanko
Jan Hejda,57053,UFA,Jan Hejda,Jan Hejda
Kamil Kreps,57178,UFA,Kamil Kreps,Kamil Kreps
Roman Kukumberg,57356,UFA,Roman Kukumberg,Roman Kukumberg
